"battery_price","bedding_price","cleaning_price","coop_invest","cost_daily","cost_hen","cost_vet_visit","cost_weekly","costs_vaccin","discount","discount_rate","egg_price","egg_time","eggs_per_hen","feed_need","feed_price","fence_price","hourly_wage","interest_rate","irregular_cost","maintenance_coop","marketable_share","marketing_cost","n_years","number_hens","other_needs_price","req_area","revenue_hen","survival_rate","var_CV","veterinary_price"
98.0686437827364,1.0321302283577,0.408647124650017,17.9910426613213,1.05448329769222,8.74497523325367,481.047270814857,0.491971783235423,0.0673507178428251,11.9544900692981,0.05,0.34519193166418,351.087372455979,257.152289220658,0.171000545274616,0.340973753812955,4.91611016159566,12.5557564843743,3.18532480511673,0.150222429906752,2.94520199899973,0.77708969541886,0.996582351367381,12,1183.68503488072,0.595437756336094,4.85984121004957,0.644065620856194,0.911893106424718,0.0655916680511926,0.402837778825143
94.6819804459209,0.928202687979751,0.395807865093768,19.4156307644296,1.00863269764508,8.53242757295286,531.52815358349,0.49517356308832,0.0692107548318343,11.954019803541,0.05,0.279351815344879,349.775240044989,284.256509283698,0.178081238873583,0.279145754334282,4.83960521950107,12.6064389954702,3.18569198470968,0.150257577961414,2.81185829810044,0.815144873346905,0.922290706870764,12,1188.2693041188,0.612300823034061,4.17154191741942,1.14108071417828,0.915998985885745,0.0779567722984622,0.406361723339497
126.076876927819,0.95480603871556,0.400426232975591,19.4610862068978,1.01830001558559,9.28256530075196,564.3761543359,0.507715763170418,0.0638382992771305,11.9679309945471,0.05,0.293886334048758,349.473194916056,276.886584886362,0.176401955888863,0.31384678720255,5.6334266837567,12.2807934534643,3.19035233752093,0.149970215734882,2.98078245245283,0.819207070831783,0.941118937946865,12,1199.0580627517,0.597285602041883,4.94111430982705,1.06170389432809,0.964814577317339,0.0773115363717689,0.401210174227069
118.845958066943,1.00361717347241,0.404623428479808,18.4749431477707,0.956734261816303,8.49791810554449,575.531836216089,0.506138773663139,0.079649429539728,11.9558459857252,0.05,0.190859040530117,349.855328273557,276.660676420234,0.178838476007383,0.316836057753276,4.85867144551116,12.6633039964331,3.18967639104531,0.149415495972896,2.76588172011452,0.79245611267693,0.920956777498647,12,1188.31135137233,0.59144358099327,4.21468500097821,1.47142626510685,0.812002298706687,0.0837408324965407,0.404904339862594
124.44843603709,1.02574108187482,0.401412616181857,18.1660007959031,0.924895974168555,9.93455594514132,512.194657088562,0.497410816249344,0.0571240651387636,11.9464943444968,0.05,0.366476209273224,348.527508044402,285.338431320922,0.181123754675561,0.326287893164879,4.20322914204595,12.5636433698676,3.17678876128332,0.149538523836515,3.16269961861886,0.81484857142772,1.05960403984289,12,1193.53833819257,0.593289024659831,4.50813435609823,0.483691591660251,0.948220536721962,0.0719203809998341,0.397431073334121
92.6081725843605,0.924818544160894,0.404308232999022,17.950994926248,0.951359766666427,8.66514756910935,490.309330759269,0.497202698469963,0.0383223166857794,11.9590085652876,0.05,0.39766409264733,349.628046531007,273.33994557278,0.187230353791842,0.305555583717694,5.87833540660525,12.573691621948,3.18704639510164,0.149471413152857,2.79548431552522,0.80282007635807,1.07128770645105,12,1194.18515698487,0.600824764406499,4.38051657667401,0.948976129240036,0.902786942759049,0.0705447143628889,0.411633896919095
94.9711467644564,1.05785337527621,0.404740375901951,18.2142685939763,0.955196915649858,9.37753676747967,470.910445809262,0.506504599087394,0.0382321425215241,11.9681751126205,0.05,0.311912309840122,350.223891086423,269.776144297554,0.173590160846059,0.329037363991761,5.46985826483907,12.6257064040164,3.18714542737718,0.150061022332581,3.22902524674759,0.787144311459515,0.98270681540574,12,1187.54018810298,0.601166392164854,4.53856475461754,0.462083368181,0.947454007593084,0.082924611009738,0.399083222747267
102.157491338261,1.02194043265935,0.405145952164023,17.7923943432707,1.01334138499139,8.9751047581029,449.419038871488,0.493556859690866,0.0911258953100194,11.9661347379472,0.05,0.200554838081922,350.244836053199,276.705773440844,0.180127753598854,0.304759071486682,5.45154515188458,12.3371398489386,3.18484896892619,0.150104914227563,3.04124666097141,0.793059576007172,1.00860370228547,12,1182.7934820518,0.604008975092552,5.0309361963645,0.601752783876892,0.87357425019444,0.0845716834671308,0.408153717706522
104.133276874354,1.049962825476,0.388149622163739,17.8709423220697,0.985960911525168,8.69232331731595,440.919701060317,0.492158188037137,0.0603191771450579,11.9673587623347,0.05,0.285980802871721,349.805501546708,284.490155028892,0.173567536351648,0.331582735592374,4.44838629955631,12.5656775261111,3.18501835585207,0.14854607675312,3.05159413206838,0.810273036368052,0.963501756174326,12,1189.90685593933,0.591223551515754,3.95111346259218,1.15870515407394,0.816825701857404,0.0795615256084898,0.392293752510014
97.4562007737281,1.01695582230818,0.402111702723869,18.4696768493554,0.876950076748768,9.65243644200074,517.68098027233,0.502060541697876,0.0564044042915704,11.9656402116834,0.05,0.233071378712503,349.555562947867,279.985816149939,0.175197075273829,0.33983770722359,4.57168648798918,12.4757013051362,3.1900518495187,0.149404540312642,2.84283157513862,0.810185251095499,0.999205410441391,12,1193.35353152955,0.603215815743553,4.31635372290377,0.686005504962726,0.957890547686182,0.0642631316215005,0.39806819544118
